ROI_name,CT,MT,dCT,dMT
lh_bankssts_part1,2.82840742827,0.86357763553,-0.0182174821741,0.00543498602724
lh_bankssts_part2,2.7964642131,0.877353844685,-0.0168865328688,0.00465893945042
lh_caudalanteriorcingulate_part1,2.56818346737,0.89794476179,-0.0114151545025,0.00209217363084
lh_caudalmiddlefrontal_part1,2.94748255743,0.869164171171,-0.0208932620283,0.00500053689194
lh_caudalmiddlefrontal_part2,2.9170900184,0.912133024186,-0.0141994077276,0.00368620097859
lh_caudalmiddlefrontal_part3,2.71567056017,0.889178508419,-0.0151737146891,0.00363734910257
lh_caudalmiddlefrontal_part4,3.03547164942,0.898209325582,-0.016161075401,0.00410025027228
lh_cuneus_part1,2.35436129473,0.988690852685,-0.0156550240992,0.00259408909675
lh_cuneus_part2,2.32732327063,0.97064396727,-0.0135059950411,0.00234169249132
lh_entorhinal_part1,3.21685560388,0.827269290505,-0.00445970990087,0.00395393278039
lh_fusiform_part1,2.84022673491,0.887822382679,-0.0222408578343,0.00403643352142
lh_fusiform_part2,2.93427527177,0.809324386628,-0.0163661887879,0.00428730785296
lh_fusiform_part3,2.77335496012,0.937627038096,-0.0199103969369,0.00370012487988
lh_fusiform_part4,2.90566631136,0.869035138641,-0.0154849385395,0.0040681573262
lh_fusiform_part5,2.88810662414,0.910534037977,-0.0199990032216,0.00336520638814
lh_inferiorparietal_part1,2.78913773983,0.890613974466,-0.0176210511803,0.00427427528303
lh_inferiorparietal_part2,2.74266260898,0.926574891152,-0.0161922562428,0.00312748954425
lh_inferiorparietal_part3,2.74633404772,0.876332107571,-0.0165583659831,0.00385231759054
lh_inferiorparietal_part4,2.77765496056,0.906850596909,-0.0230286539781,0.00494523413423
lh_inferiorparietal_part5,2.64879885695,0.908268402383,-0.0135716326468,0.00338330541272
lh_inferiorparietal_part6,2.89246692002,0.894648272853,-0.0210445061688,0.00408725912627
lh_inferiorparietal_part7,2.92872237487,0.884657094364,-0.019100560744,0.00407414908487
lh_inferiorparietal_part8,2.83444519792,0.877795776727,-0.0134426062345,0.00343667743539
lh_inferiortemporal_part1,3.17734587593,0.78672616771,-0.0152097494571,0.00363285114676
lh_inferiortemporal_part2,2.9126054316,0.87271236151,-0.0137012457563,0.00376903082639
lh_inferiortemporal_part3,3.08054055039,0.840137198321,-0.0330136599262,0.00572343793377
lh_inferiortemporal_part4,3.06504387961,0.85291518653,-0.0204730712735,0.00402316192476
lh_inferiortemporal_part5,2.93909073043,0.853084463708,-0.0170877155739,0.00493823428652
lh_inferiortemporal_part6,3.06527502767,0.852559176351,-0.014153386155,0.0037049965312
lh_isthmuscingulate_part1,2.68989051893,0.958177063593,-0.00645905202509,0.00199615552455
lh_isthmuscingulate_part2,2.48757702491,0.940052088355,-0.00803917773779,0.00262833520802
lh_lateraloccipital_part1,2.47978867841,0.992038044842,-0.0166698574807,0.00358975574818
lh_lateraloccipital_part2,2.67381129692,0.927759136553,-0.0125178728725,0.00315077432796
lh_lateraloccipital_part3,2.41839629048,0.988573185038,-0.0191899149915,0.00158044342694
lh_lateraloccipital_part4,2.77221797782,0.950483912327,-0.0170609096027,0.00406445555847
lh_lateraloccipital_part5,2.18634551122,0.98906032578,-0.0124647178602,0.00133528871834
lh_lateraloccipital_part6,2.59166997178,0.962528089125,-0.00959617287789,0.00345278023895
lh_lateraloccipital_part7,2.34195093981,0.977520751417,-0.0170262923111,0.00318183900017
lh_lateraloccipital_part9,2.61889950668,0.971748144485,-0.0210938927658,0.00251569663978
lh_lateralorbitofrontal_part1,2.77875087084,0.859073178463,-0.0269850844452,0.00889367540829
lh_lateralorbitofrontal_part2,2.97211276775,0.870692972024,-0.0163737672846,0.0035382326034
lh_lateralorbitofrontal_part3,2.80359640426,0.874089315386,-0.0294390045997,0.00638808162948
lh_lateralorbitofrontal_part4,2.89093876084,0.850194639531,-0.0168810102313,0.00452842662228
lh_lingual_part1,2.46951365509,0.95336137713,-0.0122502643299,0.00251275604534
lh_lingual_part2,2.42727684262,0.981440723394,-0.0215523333926,-0.000206593282754
lh_lingual_part3,2.51469722518,0.939266181632,-0.014238119117,0.0032039259738
lh_lingual_part4,2.43129935393,0.983504847061,-0.0161985287405,0.000711294701481
lh_lingual_part5,2.22797711046,0.971041096924,-0.00752176054071,0.00171718789072
lh_lingual_part6,2.52885666847,0.977840009111,-0.0135411289486,0.0024616838623
lh_medialorbitofrontal_part1,2.9960063688,0.87228268588,-0.0145004289928,0.00441067054825
lh_medialorbitofrontal_part2,2.64751255101,0.885712422382,-0.0207042466455,0.00460102622478
lh_medialorbitofrontal_part3,2.52030195855,0.900577007638,-0.0205095994371,0.00606067838461
lh_middletemporal_part1,3.34892249177,0.806075749007,-0.0199021673084,0.0054445383893
lh_middletemporal_part2,3.09224096142,0.876099267921,-0.0163565855055,0.00347408385115
lh_middletemporal_part3,3.18449526415,0.79469187188,-0.0126230329087,0.00470673805378
lh_middletemporal_part4,3.20495436202,0.833756462992,-0.022311350818,0.00536812493151
lh_middletemporal_part5,3.12195225031,0.824066948852,-0.0284042035793,0.00676709180563
lh_parahippocampal_part1,2.75874984676,0.880223102606,-0.00546964155571,0.00316033500554
lh_parahippocampal_part2,2.55004790403,0.923703346492,-0.016817547648,0.00326864068285
lh_paracentral_part1,2.50810968405,1.01790725857,-0.0203362143218,0.0028427773052
lh_paracentral_part2,2.86005158425,0.959153687813,-0.019706117474,0.00435607470549
lh_paracentral_part3,2.80486967635,1.0059380156,-0.0228518471909,0.00282589338842
lh_parsopercularis_part1,2.83678753381,0.875106114683,-0.0212323616794,0.00514946851605
lh_parsopercularis_part2,2.96117069077,0.832252741198,-0.0161040496107,0.00402970686448
lh_parsopercularis_part3,2.80999164481,0.868841722229,-0.0179151026441,0.00406587436405
lh_parsorbitalis_part1,2.94830837152,0.835973900934,-0.0286104617354,0.00719847025833
lh_parstriangularis_part1,2.89773287242,0.862251355208,-0.0251378761611,0.00537924481611
lh_parstriangularis_part2,2.7278282182,0.853524082799,-0.0210560358018,0.00603138444337
lh_pericalcarine_part1,2.05707914935,0.976122839716,-0.00891495825297,0.000721477122001
lh_pericalcarine_part2,2.23705471135,0.98950447516,-0.0157664298696,0.00118081221372
lh_postcentral_part1,2.01973574348,1.011947025,-0.0108823954053,0.00192082200931
lh_postcentral_part2,2.94840739876,0.879173289248,-0.0155095894033,0.00369142380896
lh_postcentral_part3,2.25921000432,1.01982443157,-0.0179561187983,0.00211256880674
lh_postcentral_part4,2.85230492409,0.892103633024,-0.017196671316,0.00443126922315
lh_postcentral_part5,2.21511132854,1.00831652805,-0.014085270567,0.00138602067978
lh_postcentral_part6,2.11137320176,0.960824794314,-0.00746424335088,0.00369494137917
lh_postcentral_part7,2.4730175438,0.972224327364,-0.0141183957541,0.00196481798489
lh_postcentral_part8,2.21251387189,0.978901837316,-0.0127011971308,0.0033141310557
lh_posteriorcingulate_part1,2.81743957258,0.880376490585,-0.0159009458175,0.00294064313962
lh_posteriorcingulate_part2,2.32023704303,0.932961869143,-0.0106289551129,0.00208020243964
lh_precentral_part1,2.7346986798,1.04751527975,-0.0178615167816,0.00251487378136
lh_precentral_part2,2.94977860025,0.843160342974,-0.0221384897665,0.00419286583563
lh_precentral_part3,2.73152217382,1.06741290827,-0.0141776037557,0.0029282486897
lh_precentral_part4,3.01927265586,0.872543286325,-0.0162868563734,0.00450772864479
lh_precentral_part5,2.92395947195,0.97867937732,-0.0131805848734,0.00392127099262
lh_precentral_part6,2.88081131151,0.982164590648,-0.0168864555788,0.00426244627066
lh_precentral_part7,2.88865253801,0.922252833572,-0.0090108735448,0.00501156414464
lh_precentral_part8,2.86770537809,0.930171319008,-0.0130490196052,0.00331912443283
lh_precentral_part9,2.84284545591,0.956452050988,-0.01071453316,0.00405407747272
lh_precuneus_part1,2.7399456285,0.91326555027,-0.0140000424553,0.00247627402496
lh_precuneus_part2,2.61690875901,0.911471164183,-0.0226202460195,0.00226081174761
lh_precuneus_part3,2.57221589723,0.949689809261,-0.0157911292144,0.00308911638496
lh_precuneus_part4,2.64847309546,0.886659016661,-0.014734221258,0.00316853455893
lh_precuneus_part5,2.62506932009,0.946826490693,-0.0160302352005,0.00290674608935
lh_precuneus_part6,2.69426505113,0.908922723761,-0.023165995117,0.00261884340884
lh_precuneus_part7,2.61257121431,0.898470394017,-0.00689719885088,0.00315809140644
lh_rostralanteriorcingulate_part1,2.79803261528,0.910936071471,-0.0106416044328,0.000741401202752
lh_rostralmiddlefrontal_part1,2.56988365694,0.873640360467,-0.0226357215964,0.00473196196048
lh_rostralmiddlefrontal_part2,2.64720290979,0.857563282942,-0.0167460151741,0.00589717564772
lh_rostralmiddlefrontal_part3,2.82192929314,0.860461696997,-0.0188988428754,0.00451039719663
lh_rostralmiddlefrontal_part4,2.72605466912,0.843406069905,-0.0236754179916,0.00763338212279
lh_rostralmiddlefrontal_part5,2.78378002053,0.882434297434,-0.0216248026536,0.00354450849331
lh_rostralmiddlefrontal_part6,2.63989741407,0.862658636473,-0.0191055760233,0.00561389848972
lh_rostralmiddlefrontal_part7,2.72707108086,0.856521096193,-0.0231322193369,0.00453329115515
lh_rostralmiddlefrontal_part8,2.64680641553,0.871139158021,-0.0201596284062,0.00407027447831
lh_rostralmiddlefrontal_part9,2.86318104473,0.864659034565,-0.0223610375,0.00407701879538
lh_rostralmiddlefrontal_part10,2.69634300137,0.863560553632,-0.0222287926483,0.00492646135349
lh_superiorfrontal_part1,2.89415674979,0.855615053834,-0.0198452588384,0.00378136772862
