ROI_name,CT,MT,dCT,dMT
lh_bankssts_part1,2.83533025237,0.864801558897,-0.0179416123572,0.00579161120275
lh_bankssts_part2,2.7225525122,0.89010802234,-0.00387722081829,0.00310834312212
lh_caudalanteriorcingulate_part1,2.5396336971,0.908257297587,-0.00369237972105,0.000116910842329
lh_caudalmiddlefrontal_part1,2.95369407239,0.853363035309,-0.0207227007289,0.00794167545984
lh_caudalmiddlefrontal_part2,2.89802912481,0.891931117922,-0.00911001198077,0.00670415903766
lh_caudalmiddlefrontal_part3,2.74268333673,0.872431095019,-0.0147389493906,0.0058829251741
lh_caudalmiddlefrontal_part4,3.02691375361,0.879917808333,-0.0129333995788,0.00748083519448
lh_cuneus_part1,2.36716403746,0.996624439519,-0.0125136585884,0.00363517289392
lh_cuneus_part2,2.34859275352,0.965695775095,-0.0126065162727,0.00399048470826
lh_entorhinal_part1,3.05961855291,0.84088034786,0.0241629415512,0.00237208758013
lh_fusiform_part1,2.85221009829,0.894811876669,-0.0196025868437,0.00356394650898
lh_fusiform_part2,2.8717435821,0.813617751511,-0.00334936784891,0.00414974694964
lh_fusiform_part3,2.77108977201,0.926737476065,-0.016390081063,0.00511855964945
lh_fusiform_part4,2.85388815414,0.871808418231,-0.00348554691095,0.00319666994262
lh_fusiform_part5,2.88899976695,0.913039061631,-0.0151640582081,0.0032719663767
lh_inferiorparietal_part1,2.76044939718,0.89307751126,-0.0144302284472,0.00416287158094
lh_inferiorparietal_part2,2.72171273097,0.934662782295,-0.010860005914,0.00381695438797
lh_inferiorparietal_part3,2.70019438332,0.884088974632,-0.00657267718924,0.00289745092336
lh_inferiorparietal_part4,2.75936768148,0.910670098666,-0.0235205371056,0.00584741837873
lh_inferiorparietal_part5,2.56519891791,0.922449733262,-0.00284244579429,0.00243832022118
lh_inferiorparietal_part6,2.85248172789,0.892469125486,-0.0172858006682,0.00498293899605
lh_inferiorparietal_part7,2.88569101746,0.900027210183,-0.0163103137981,0.00333344680357
lh_inferiorparietal_part8,2.83765668733,0.882135260903,-0.0155541804816,0.00311379265094
lh_inferiortemporal_part1,3.11214436513,0.780405960047,-0.00191793555039,0.00478242699961
lh_inferiortemporal_part2,2.89636242469,0.881755738878,-0.00250720040646,0.00178872824796
lh_inferiortemporal_part3,3.04035252394,0.836320646627,-0.0220228520431,0.00514539128024
lh_inferiortemporal_part4,3.0623739887,0.860616743346,-0.0182995725424,0.00126396508858
lh_inferiortemporal_part5,2.95523156254,0.860162285297,-0.0138923099267,0.00450944626349
lh_inferiortemporal_part6,3.03798773075,0.857003621882,-0.00747347504271,0.00355532664114
lh_isthmuscingulate_part1,2.74594640121,0.959577356748,-0.0101392624294,0.00145634330371
lh_isthmuscingulate_part2,2.47166058258,0.947423988889,-0.00629031890324,0.00120554539074
lh_lateraloccipital_part1,2.48325827443,0.997398272558,-0.0140175811318,0.0054582965652
lh_lateraloccipital_part2,2.67543423942,0.925277390332,-0.00915348649579,0.00363203679107
lh_lateraloccipital_part3,2.42376028277,0.992899030661,-0.0132809985226,0.00204654269204
lh_lateraloccipital_part4,2.78198244547,0.948095462851,-0.0207281410588,0.00475685707668
lh_lateraloccipital_part5,2.19720001765,0.995285942687,-0.0080239160489,0.00226458355508
lh_lateraloccipital_part6,2.63598152181,0.955363870701,-0.00645645134754,0.00445250148675
lh_lateraloccipital_part7,2.32094049951,0.985052128624,-0.0100388523643,0.00334678456608
lh_lateraloccipital_part9,2.61017057199,0.963467756019,-0.0200081562358,0.00457701540985
lh_lateralorbitofrontal_part1,2.76368876422,0.888378462486,-0.012318749311,0.00637378732746
lh_lateralorbitofrontal_part2,2.92193885514,0.899804455831,-0.000527597933626,0.000469321904861
lh_lateralorbitofrontal_part3,2.80647887302,0.891578837023,-0.024166166511,0.00611571759878
lh_lateralorbitofrontal_part4,2.93895593803,0.86268118518,-0.015941505739,0.00349993571853
lh_lingual_part1,2.44568364679,0.950390860315,-0.00509472421062,0.00246706242716
lh_lingual_part2,2.40117907623,0.975446601291,-0.0174996790371,0.000262236863914
lh_lingual_part3,2.50981820348,0.943581402341,-0.0120618958636,0.00278001599584
lh_lingual_part4,2.43377999977,0.976675098307,-0.0180012379782,0.00203472629458
lh_lingual_part5,2.25658171691,0.984042018559,-0.0133224056395,0.00155354074673
lh_lingual_part6,2.56116730285,0.962804267717,-0.0126990176984,0.00432117766105
lh_medialorbitofrontal_part1,2.96451009322,0.875415543195,-0.00383759182195,0.00421504668274
lh_medialorbitofrontal_part2,2.62603618197,0.898141949934,-0.0148091391613,0.0058340739397
lh_medialorbitofrontal_part3,2.60677969999,0.906411823479,-0.0235996515034,0.00699052249402
lh_middletemporal_part1,3.32970342066,0.800008170778,-0.0135153732716,0.00554886810429
lh_middletemporal_part2,3.01919930564,0.888835304191,-0.00992868575766,0.00126501771307
lh_middletemporal_part3,3.21546288316,0.789526881481,-0.0104009079057,0.00478176965768
lh_middletemporal_part4,3.20123499182,0.838971515563,-0.0255003727801,0.00550183669218
lh_middletemporal_part5,3.13252057649,0.826090635371,-0.0273691101115,0.00722165533756
lh_parahippocampal_part1,2.59573714546,0.881043294892,0.0144391918192,0.00230129859885
lh_parahippocampal_part2,2.52868210205,0.929741823727,-0.00808002785503,0.00222898263916
lh_paracentral_part1,2.50714431475,1.01207538065,-0.0191579481588,0.00332329157758
lh_paracentral_part2,2.88066601514,0.949700436379,-0.0211614424141,0.0054952116473
lh_paracentral_part3,2.82744925971,1.01328487087,-0.0259794078765,0.00230435558371
lh_parsopercularis_part1,2.87457303998,0.864798964568,-0.0236864971014,0.00669988871907
lh_parsopercularis_part2,2.93848719042,0.835509782892,-0.0080291059723,0.00372213926618
lh_parsopercularis_part3,2.82156577391,0.863500580008,-0.0176726899312,0.00492518705306
lh_parsorbitalis_part1,2.9574711264,0.846269576863,-0.0221946529258,0.00644629057826
lh_parstriangularis_part1,2.96882664332,0.861144674376,-0.0275697594822,0.00637213232193
lh_parstriangularis_part2,2.72956583999,0.850341536884,-0.0187670912178,0.00611404629294
lh_pericalcarine_part1,2.08172288868,0.977770598775,-0.0134852350358,-6.00973501065e-05
lh_pericalcarine_part2,2.20943617618,0.98705568991,-0.00910601108314,0.00220446207609
lh_postcentral_part1,2.00788153888,1.00573064105,-0.016620236839,0.00331879130322
lh_postcentral_part2,3.03541176844,0.86387253814,-0.0233553164148,0.00546834714466
lh_postcentral_part3,2.24656308864,1.01050799673,-0.0178499677063,0.00310368705759
lh_postcentral_part4,2.77836759093,0.893007132811,-0.00905408342249,0.00503916504565
lh_postcentral_part5,2.18827299311,1.0082025046,-0.0105425514259,0.00269961190127
lh_postcentral_part6,2.13304614472,0.960303011781,-0.014137485261,0.00487211494278
lh_postcentral_part7,2.43623490341,0.966887077641,-0.0114921943087,0.00309373519209
lh_postcentral_part8,2.25840229549,0.972878509788,-0.0196426825648,0.0046695425218
lh_posteriorcingulate_part1,2.81250345493,0.88353973898,-0.00936286384258,0.00194835148377
lh_posteriorcingulate_part2,2.31299434411,0.928274689207,-0.0107067177971,0.0019562106778
lh_precentral_part1,2.73763691381,1.04426348597,-0.0175507325298,0.00253740020067
lh_precentral_part2,2.99158839208,0.84038413284,-0.01779026719,0.00413247183408
lh_precentral_part3,2.68624269439,1.06295238862,-0.00764294362051,0.00508375584994
lh_precentral_part4,2.95561810294,0.869503978024,-0.00814533561499,0.00538147728815
lh_precentral_part5,2.84821515631,0.971348696279,-0.00499356888375,0.005315257222
lh_precentral_part6,2.82608735492,0.976254543159,-0.00609207441227,0.0051698929459
lh_precentral_part7,2.90746742007,0.916149754458,-0.00914330875927,0.00574248370573
lh_precentral_part8,2.85366217851,0.919137960358,-0.0137632665037,0.00548946282051
lh_precentral_part9,2.82014494639,0.944548106654,-0.00881953799723,0.00541043804274
lh_precuneus_part1,2.78006397178,0.917940954467,-0.0098423133944,0.00193490370239
lh_precuneus_part2,2.58867591189,0.911908497289,-0.0207941512686,0.00229768593603
lh_precuneus_part3,2.61411957919,0.949736521174,-0.0179523815945,0.00371929715838
lh_precuneus_part4,2.66501045152,0.890567585789,-0.0132408491863,0.00283654387928
lh_precuneus_part5,2.63897872061,0.957657225549,-0.0138874420988,0.00184015527142
lh_precuneus_part6,2.66410690825,0.920083443127,-0.0183601335255,0.00171000088655
lh_precuneus_part7,2.61968039902,0.905293647384,-0.00851400761355,0.00296056959312
lh_rostralanteriorcingulate_part1,2.78094196821,0.917848398494,-0.000839463821402,-0.000577187862333
lh_rostralmiddlefrontal_part1,2.5458351293,0.870848514866,-0.0121064664179,0.00590624379937
lh_rostralmiddlefrontal_part2,2.63933068401,0.857216632947,-0.00996635348344,0.00710450166124
lh_rostralmiddlefrontal_part3,2.88769506594,0.853681078999,-0.0248713206269,0.00592408432614
lh_rostralmiddlefrontal_part4,2.66339037891,0.867845392446,-0.00887757946663,0.00879491541006
lh_rostralmiddlefrontal_part5,2.82100494117,0.873742485512,-0.0246486893395,0.00520727146536
lh_rostralmiddlefrontal_part6,2.61723091851,0.872499749819,-0.0143230906495,0.00588839730732
lh_rostralmiddlefrontal_part7,2.7702215042,0.851484088513,-0.0232711644495,0.00604301832316
lh_rostralmiddlefrontal_part8,2.64987986913,0.869135228774,-0.0181725507677,0.00674272333117
